x_values,total_1,total_2,total_3
1251,2294,1680,2129
1252,2288,1683,2133
1253,2285,1686,2135
1254,2282,1692,2133
1255,2282,1693,2138
1256,2290,1697,2136
1257,2287,1695,2138
1258,2287,1701,2134
1259,2292,1699,2131
1260,2294,1698,2135
1261,2290,1700,2133
1262,2296,1696,2132
1263,2297,1699,2131
1264,2304,1705,2133
1265,2308,1703,2129
1266,2309,1698,2127
1267,2314,1704,2126
1268,2322,1699,2129
1269,2317,1697,2130
1270,2320,1693,2125
1271,2321,1693,2131
1272,2325,1690,2134
1273,2331,1688,2130
1274,2328,1687,2137
1275,2329,1690,2141
1276,2332,1692,2145
1277,2333,1693,2147
1278,2335,1697,2148
1279,2343,1693,2150
1280,2346,1698,2154
1281,2353,1694,2152
1282,2361,1692,2150
1283,2358,1697,2154
1284,2362,1699,2153
1285,2367,1697,2157
1286,2366,1692,2157
1287,2367,1695,2156
1288,2361,1700,2161
1289,2367,1705,2160
1290,2374,1705,2166
1291,2380,1701,2170
1292,2379,1698,2166
1293,2383,1700,2168
1294,2382,1700,2165
1295,2389,1696,2160
1296,2383,1699,2156
1297,2379,1699,2163
1298,2375,1700,2166
1299,2372,1697,2171
1300,2377,1699,2169
1301,2384,1694,2168
1302,2380,1693,2175
1303,2388,1691,2179
1304,2389,1693,2180
1305,2391,1698,2177
1306,2387,1702,2184
1307,2383,1704,2187
1308,2391,1700,2193
1309,2396,1706,2195
1310,2392,1712,2193
1311,2398,1710,2194
1312,2398,1711,2191
1313,2402,1715,2186
1314,2405,1714,2187
1315,2408,1720,2185
1316,2405,1726,2180
1317,2409,1731,2175
1318,2405,1734,2178
1319,2408,1738,2179
1320,2414,1739,2176
1321,2414,1742,2180
1322,2419,1742,2175
1323,2423,1737,2179
1324,2420,1741,2180
1325,2415,1746,2183
1326,2422,1741,2187
1327,2425,1742,2188
1328,2420,1741,2187
1329,2421,1743,2183
1330,2415,1744,2182
1331,2417,1744,2188
1332,2412,1746,2192
1333,2411,1744,2199
1334,2408,1746,2198
1335,2415,1744,2195
1336,2416,1739,2194
1337,2412,1741,2195
1338,2410,1736,2199
1339,2411,1738,2201
1340,2409,1743,2204
1341,2412,1740,2211
1342,2415,1746,2214
1343,2411,1746,2210
1344,2416,1742,2215
1345,2419,1739,2218
1346,2413,1743,2224
1347,2421,1749,2230
1348,2426,1746,2233
1349,2429,1741,2229
1350,2430,1743,2227
1351,2427,1747,2223
1352,2426,1744,2218
1353,2430,1749,2215
1354,2425,1753,2220
1355,2430,1758,2227
1356,2429,1760,2225
1357,2425,1757,2228
1358,2420,1752,2235
1359,2425,1751,2240
1360,2430,1747,2238
1361,2427,1752,2235
1362,2434,1758,2234
1363,2431,1753,2240
1364,2429,1750,2241
1365,2427,1747,2244
1366,2429,1749,2241
1367,2424,1747,2239
1368,2422,1747,2242
1369,2429,1750,2248
1370,2433,1752,2250
1371,2433,1748,2246
1372,2437,1747,2244
1373,2436,1750,2247
1374,2443,1745,2251
1375,2447,1751,2258
1376,2449,1757,2261
1377,2457,1763,2266
1378,2463,1769,2272
1379,2464,1775,2272
1380,2469,1777,2272
1381,2465,1779,2267
1382,2467,1775,2266
1383,2471,1779,2271
1384,2478,1783,2272
1385,2485,1783,2272
1386,2489,1781,2273
1387,2495,1782,2269
1388,2490,1777,2271
1389,2490,1778,2277
1390,2489,1783,2277
1391,2490,1788,2284
1392,2492,1791,2290
1393,2491,1797,2293
1394,2493,1799,2294
1395,2500,1798,2289
1396,2503,1804,2294
1397,2497,1799,2289
1398,2494,1805,2290
1399,2490,1802,2288
1400,2488,1808,2290
1401,2491,1805,2295
1402,2490,1806,2298
1403,2498,1803,2300
1404,2505,1800,2305
1405,2501,1798,2312
1406,2499,1794,2318
1407,2499,1791,2318
1408,2495,1788,2322
1409,2498,1788,2327
1410,2493,1783,2332
1411,2501,1788,2330
1412,2503,1793,2329
1413,2510,1798,2332
1414,2516,1793,2327
1415,2511,1798,2334
1416,2512,1796,2338
1417,2506,1800,2334
1418,2502,1798,2335
1419,2505,1795,2336
1420,2503,1794,2333
1421,2507,1796,2330
1422,2514,1800,2326
1423,2517,1801,2324
1424,2518,1802,2330
1425,2526,1802,2329
1426,2521,1797,2330
1427,2523,1801,2327
1428,2521,1798,2328
1429,2515,1802,2334
1430,2512,1797,2330
1431,2514,1797,2333
1432,2508,1798,2338
1433,2507,1803,2336
1434,2503,1798,2331
1435,2507,1801,2335
1436,2508,1796,2332
1437,2505,1793,2330
1438,2510,1789,2326
1439,2504,1785,2331
1440,2510,1791,2334
1441,2509,1787,2336
1442,2517,1792,2338
1443,2523,1797,2333
1444,2522,1803,2340
1445,2521,1803,2340
1446,2525,1807,2341
1447,2533,1803,2336
1448,2541,1799,2340
1449,2539,1798,2336
1450,2540,1800,2334
1451,2548,1802,2340
1452,2551,1803,2337
1453,2546,1804,2332
1454,2547,1799,2339
1455,2541,1804,2342
1456,2535,1810,2339
1457,2530,1809,2342
1458,2534,1808,2345
1459,2528,1811,2342
1460,2535,1807,2347
1461,2542,1807,2354
1462,2543,1813,2350
1463,2542,1811,2352
1464,2537,1813,2357
1465,2533,1818,2358
1466,2533,1824,2364
1467,2535,1826,2364
1468,2532,1823,2360
1469,2536,1823,2367
1470,2532,1828,2365
1471,2536,1826,2370
1472,2531,1821,2374
1473,2535,1825,2369
1474,2542,1828,2367
1475,2544,1827,2374
1476,2546,1830,2380
1477,2548,1832,2376
1478,2547,1834,2378
1479,2549,1840,2374
1480,2557,1838,2381
1481,2560,1834,2386
1482,2556,1835,2390
1483,2552,1832,2385
1484,2554,1838,2392
1485,2553,1836,2393
1486,2551,1838,2394
1487,2552,1840,2396
1488,2559,1837,2399
1489,2558,1838,2394
1490,2557,1839,2390
1491,2552,1841,2388
1492,2546,1843,2392
1493,2550,1845,2388
1494,2553,1846,2387
1495,2553,1849,2394
1496,2554,1848,2395
1497,2554,1850,2398
1498,2562,1847,2399
1499,2559,1842,2403
1500,2560,1838,2404
1501,2559,1840,2399
1502,2556,1836,2397
1503,2555,1832,2395
1504,2560,1835,2394
1505,2556,1839,2391
1506,2562,1841,2393
1507,2570,1847,2395
1508,2575,1850,2393
1509,2569,1849,2392
1510,2575,1850,2394
1511,2577,1845,2390
1512,2585,1848,2393
1513,2582,1850,2395
1514,2586,1847,2395
1515,2594,1848,2400
1516,2600,1846,2401
1517,2601,1851,2402
1518,2598,1857,2406
1519,2602,1857,2406
1520,2600,1852,2412
1521,2602,1849,2416
1522,2600,1848,2414
1523,2604,1849,2419
1524,2608,1853,2418
1525,2605,1856,2414
1526,2600,1855,2417
1527,2601,1851,2420
1528,2598,1850,2425
1529,2599,1850,2422
1530,2597,1850,2421
1531,2592,1856,2424
1532,2600,1852,2429
1533,2597,1858,2425
1534,2602,1859,2429
1535,2610,1858,2426
1536,2610,1863,2422
1537,2606,1860,2429
1538,2611,1865,2433
1539,2605,1866,2432
1540,2608,1871,2430
1541,2602,1875,2433
1542,2605,1870,2429
1543,2599,1875,2429
1544,2594,1880,2434
1545,2588,1881,2437
1546,2583,1886,2440
1547,2578,1890,2445
1548,2581,1891,2450
1549,2575,1891,2455
1550,2582,1889,2459
1551,2584,1892,2463
1552,2583,1891,2470
1553,2577,1893,2474
1554,2573,1891,2472
1555,2580,1892,2467
1556,2577,1890,2474
1557,2585,1894,2472
1558,2585,1894,2476
1559,2583,1890,2480
1560,2585,1885,2483
1561,2583,1890,2479
1562,2579,1894,2480
1563,2578,1892,2479
1564,2583,1891,2476
1565,2579,1896,2480
1566,2573,1894,2480
1567,2581,1890,2476
1568,2584,1892,2473
1569,2590,1891,2478
1570,2586,1892,2473
1571,2590,1891,2471
1572,2595,1890,2478
1573,2589,1892,2482
1574,2597,1892,2479
1575,2592,1890,2480
1576,2595,1895,2485
1577,2592,1893,2482
1578,2597,1897,2487
1579,2603,1896,2489
1580,2602,1893,2490
1581,2606,1894,2485
1582,2610,1891,2480
1583,2611,1890,2476
1584,2616,1894,2479
1585,2617,1899,2474
1586,2621,1894,2481
1587,2617,1897,2479
1588,2611,1893,2480
1589,2609,1888,2477
1590,2610,1883,2476
1591,2609,1887,2478
1592,2604,1885,2475
1593,2612,1884,2482
1594,2618,1888,2478
1595,2625,1886,2481
1596,2621,1889,2476
1597,2627,1892,2472
1598,2632,1894,2470
1599,2631,1892,2469
1600,2633,1892,2465
1601,2633,1889,2461
1602,2633,1887,2468
1603,2635,1892,2474
1604,2639,1892,2473
1605,2640,1898,2472
1606,2646,1902,2478
1607,2643,1901,2480
1608,2639,1897,2484
1609,2636,1894,2481
1610,2632,1891,2485
1611,2631,1889,2489
1612,2625,1887,2496
1613,2627,1892,2500
1614,2634,1896,2495
1615,2631,1902,2496
1616,2631,1907,2496
1617,2636,1912,2498
1618,2641,1914,2496
1619,2641,1910,2495
1620,2648,1907,2493
1621,2642,1913,2495
1622,2638,1914,2492
1623,2637,1915,2494
1624,2637,1911,2497
1625,2633,1912,2495
1626,2639,1909,2499
1627,2641,1905,2495
1628,2637,1903,2499
1629,2637,1900,2497
1630,2643,1896,2503
1631,2649,1893,2506
1632,2652,1893,2504
1633,2650,1895,2511
1634,2655,1891,2516
1635,2656,1888,2523
1636,2656,1893,2523
1637,2662,1897,2530
1638,2668,1903,2533
1639,2670,1909,2528
1640,2676,1905,2523
1641,2679,1905,2523
1642,2681,1907,2524
1643,2681,1911,2523
1644,2686,1915,2523
1645,2684,1921,2528
1646,2692,1920,2529
1647,2699,1926,2535
1648,2706,1928,2530
1649,2700,1929,2525
1650,2704,1932,2530
1651,2710,1936,2528
1652,2705,1937,2527
1653,2712,1933,2523
1654,2711,1938,2522
1655,2715,1942,2518
1656,2710,1939,2518
1657,2717,1941,2517
1658,2725,1943,2516
1659,2720,1947,2511
1660,2720,1942,2511
1661,2728,1937,2517
1662,2735,1938,2515
1663,2736,1941,2514
1664,2733,1939,2518
1665,2730,1940,2518
1666,2728,1943,2520
1667,2733,1945,2516
1668,2728,1949,2518
1669,2724,1954,2516
1670,2721,1952,2522
1671,2724,1956,2526
1672,2726,1958,2525
1673,2731,1962,2520
1674,2725,1967,2519
1675,2720,1965,2515
1676,2725,1960,2510
1677,2721,1957,2515
1678,2721,1963,2510
1679,2715,1965,2517
1680,2709,1961,2518
1681,2711,1966,2513
1682,2718,1964,2519
1683,2726,1968,2522
1684,2728,1965,2524
1685,2736,1965,2523
1686,2733,1962,2519
1687,2736,1959,2523
1688,2739,1960,2524
1689,2744,1955,2524
1690,2738,1961,2520
1691,2735,1962,2521
1692,2741,1957,2526
1693,2737,1963,2528
1694,2739,1961,2529
1695,2747,1959,2531
1696,2749,1960,2538
1697,2748,1962,2535
1698,2746,1967,2541
1699,2752,1966,2542
1700,2760,1972,2539
1701,2765,1970,2537
1702,2770,1972,2543
1703,2770,1977,2546
1704,2770,1975,2551
1705,2770,1975,2555
1706,2771,1977,2552
1707,2771,1977,2553
1708,2778,1977,2549
1709,2777,1977,2545
1710,2771,1973,2542
1711,2767,1978,2543
1712,2767,1981,2542
1713,2769,1981,2547
1714,2772,1976,2551
1715,2777,1972,2550
1716,2774,1968,2551
1717,2781,1968,2549
1718,2789,1967,2550
1719,2791,1967,2549
1720,2789,1965,2548
1721,2785,1961,2546
1722,2790,1958,2550
1723,2784,1955,2548
1724,2785,1960,2554
1725,2790,1957,2551
1726,2788,1959,2551
1727,2793,1959,2549
1728,2801,1958,2551
1729,2802,1959,2555
1730,2805,1962,2558
1731,2800,1960,2558
1732,2797,1955,2561
1733,2802,1956,2563
1734,2803,1961,2569
1735,2800,1963,2573
1736,2805,1966,2580
1737,2812,1964,2585
1738,2808,1963,2592
1739,2808,1958,2591
1740,2805,1956,2586
1741,2808,1954,2593
1742,2805,1959,2593
1743,2813,1957,2595
1744,2817,1958,2590
1745,2815,1957,2591
1746,2809,1960,2598
1747,2805,1961,2593
1748,2800,1959,2596
1749,2802,1958,2594
1750,2808,1964,2600
1751,2806,1970,2597
1752,2802,1966,2595
1753,2805,1964,2596
1754,2801,1967,2597
1755,2805,1968,2604
1756,2801,1967,2600
1757,2807,1968,2602
1758,2815,1972,2608
1759,2813,1971,2608
1760,2812,1970,2610
1761,2820,1967,2609
1762,2822,1972,2612
1763,2822,1972,2608
1764,2818,1978,2608
1765,2815,1975,2604
1766,2811,1979,2610
1767,2805,1978,2616
1768,2804,1982,2621
1769,2800,1977,2624
1770,2795,1972,2620
1771,2794,1970,2619
1772,2794,1965,2616
1773,2795,1966,2611
1774,2792,1962,2618
1775,2798,1966,2615
1776,2805,1968,2610
1777,2811,1965,2613
1778,2818,1967,2611
1779,2825,1962,2613
1780,2829,1957,2608
1781,2826,1954,2611
1782,2830,1951,2612
1783,2831,1952,2612
1784,2834,1948,2611
1785,2842,1950,2613
1786,2836,1949,2610
1787,2833,1952,2617
1788,2835,1956,2613
1789,2832,1952,2610
1790,2834,1953,2613
1791,2833,1952,2611
1792,2827,1953,2608
1793,2827,1952,2613
1794,2834,1954,2610
1795,2829,1953,2615
1796,2836,1949,2614
1797,2841,1946,2620
1798,2837,1948,2621
1799,2845,1946,2618
1800,2843,1945,2615
1801,2839,1941,2618
1802,2836,1943,2617
1803,2841,1946,2612
1804,2835,1946,2619
1805,2830,1947,2617
1806,2832,1952,2612
1807,2833,1949,2616
1808,2834,1955,2622
1809,2837,1956,2617
1810,2845,1951,2613
1811,2847,1952,2610
1812,2850,1951,2610
1813,2848,1954,2615
1814,2851,1956,2618
1815,2856,1952,2616
1816,2855,1958,2621
1817,2857,1963,2626
1818,2865,1967,2632
1819,2865,1966,2639
1820,2870,1961,2644
1821,2867,1964,2643
1822,2873,1962,2645
1823,2869,1967,2650
1824,2872,1966,2653
1825,2866,1972,2655
1826,2874,1973,2659
1827,2875,1972,2657
1828,2881,1972,2657
1829,2881,1975,2654
1830,2880,1970,2652
1831,2882,1969,2651
1832,2881,1971,2657
1833,2888,1971,2663
1834,2889,1972,2663
1835,2889,1973,2663
1836,2884,1977,2664
1837,2891,1974,2669
1838,2888,1980,2676
1839,2884,1981,2679
1840,2887,1984,2686
1841,2886,1990,2687
1842,2883,1990,2688
1843,2885,1988,2685
1844,2884,1989,2687
1845,2886,1985,2683
1846,2889,1983,2679
1847,2897,1984,2682
1848,2893,1989,2684
1849,2887,1989,2688
1850,2891,1991,2686
1851,2894,1994,2684
1852,2897,1989,2690
1853,2903,1992,2693
1854,2908,1993,2694
1855,2916,1988,2701
1856,2914,1993,2704
1857,2918,1993,2699
1858,2918,1992,2698
1859,2914,1998,2696
1860,2912,1996,2695
1861,2908,1997,2697
1862,2908,1992,2700
1863,2905,1994,2698
1864,2911,1989,2700
1865,2919,1990,2701
1866,2922,1988,2698
1867,2923,1987,2704
1868,2930,1988,2701
1869,2928,1983,2700
1870,2927,1983,2705
1871,2921,1989,2703
1872,2915,1995,2706
1873,2909,1995,2701
1874,2906,1994,2702
1875,2900,1992,2704
1876,2906,1990,2699
1877,2909,1991,2703
1878,2904,1990,2707
1879,2909,1989,2709
1880,2903,1992,2713
1881,2910,1987,2715
1882,2904,1982,2713
1883,2908,1979,2708
1884,2904,1982,2712
1885,2905,1981,2715
1886,2912,1979,2712
1887,2910,1983,2715
1888,2917,1979,2722
1889,2920,1977,2725
1890,2924,1979,2727
1891,2930,1980,2729
1892,2925,1985,2731
1893,2921,1980,2728
1894,2925,1986,2726
1895,2932,1992,2727
1896,2932,1996,2732
1897,2930,1994,2729
1898,2926,1997,2729
1899,2932,1992,2730
1900,2936,1994,2733
1901,2944,1996,2739
1902,2941,1991,2739
1903,2949,1992,2746
1904,2945,1995,2753
1905,2942,1999,2757
1906,2944,1994,2752
1907,2951,1993,2749
1908,2946,1999,2755
1909,2947,1994,2758
1910,2953,1994,2755
1911,2957,1999,2753
1912,2960,1995,2748
1913,2961,1992,2743
1914,2969,1989,2739
1915,2964,1989,2741
1916,2969,1984,2739
1917,2965,1988,2736
1918,2972,1990,2743
1919,2968,1994,2750
1920,2971,1999,2753
1921,2974,1995,2751
1922,2971,1999,2746
1923,2972,1998,2742
1924,2971,2002,2737
1925,2965,2000,2734
1926,2971,2006,2729
1927,2967,2004,2724
1928,2967,2008,2725
1929,2961,2003,2720
1930,2958,1998,2724
1931,2959,2003,2726
1932,2956,2008,2724
1933,2964,2010,2731
1934,2959,2006,2728
1935,2954,2012,2730
1936,2960,2018,2732
1937,2965,2024,2734
1938,2967,2026,2729
1939,2965,2031,2730
1940,2973,2037,2730
1941,2976,2033,2725
1942,2976,2035,2726
1943,2972,2035,2731
1944,2966,2034,2733
1945,2963,2029,2728
1946,2962,2027,2731
1947,2967,2031,2731
1948,2966,2026,2730
1949,2967,2031,2732
1950,2967,2029,2738
1951,2966,2027,2733
1952,2960,2025,2736
1953,2964,2029,2737
1954,2971,2028,2733
1955,2968,2034,2737
1956,2971,2038,2733
1957,2978,2039,2739
1958,2977,2034,2744
1959,2979,2032,2750
1960,2978,2031,2752
1961,2976,2026,2750
1962,2979,2021,2751
1963,2978,2021,2756
1964,2974,2022,2761
1965,2972,2027,2766
1966,2980,2028,2773
1967,2983,2031,2776
1968,2991,2029,2771
1969,2992,2026,2776
1970,2998,2027,2771
1971,2993,2022,2768
1972,2995,2026,2773
1973,2996,2027,2775
1974,3000,2033,2774
1975,3006,2032,2772
1976,3004,2036,2776
1977,3007,2041,2779
1978,3006,2040,2780
1979,3008,2039,2780
1980,3014,2043,2778
1981,3018,2042,2776
1982,3022,2044,2776
1983,3017,2050,2775
1984,3012,2046,2778
1985,3012,2051,2779
1986,3011,2047,2783
1987,3015,2048,2779
1988,3019,2045,2780
1989,3024,2042,2786
1990,3022,2048,2792
1991,3024,2047,2792
1992,3020,2052,2789
1993,3026,2047,2787
1994,3022,2050,2783
1995,3024,2056,2790
1996,3026,2062,2795
1997,3030,2060,2793
1998,3031,2057,2793
1999,3030,2055,2799
2000,3029,2056,2802
2001,3033,2060,2806
2002,3030,2055,2810
2003,3028,2053,2808
2004,3023,2058,2806
2005,3025,2063,2803
2006,3019,2067,2806
2007,3026,2067,2809
2008,3025,2064,2813
2009,3027,2065,2814
2010,3027,2064,2811
2011,3034,2063,2812
2012,3029,2058,2812
2013,3024,2057,2810
2014,3022,2057,2805
2015,3020,2056,2805
2016,3020,2062,2809
2017,3026,2063,2808
2018,3025,2059,2804
2019,3027,2060,2801
2020,3033,2062,2802
2021,3027,2063,2801
2022,3028,2059,2802
2023,3030,2060,2801
2024,3025,2058,2801
2025,3026,2053,2807
2026,3021,2059,2809
2027,3024,2058,2807
2028,3019,2053,2802
2029,3024,2054,2804
2030,3020,2058,2811
2031,3027,2061,2817
2032,3023,2065,2821
2033,3022,2067,2820
2034,3030,2070,2825
2035,3035,2066,2820
2036,3037,2064,2825
2037,3036,2063,2831
2038,3035,2059,2838
2039,3036,2062,2835
2040,3031,2061,2834
2041,3037,2065,2830
2042,3036,2062,2826
2043,3033,2068,2826
2044,3038,2071,2828
2045,3034,2071,2826
2046,3040,2069,2826
2047,3037,2069,2826
2048,3034,2070,2821
2049,3029,2073,2817
2050,3037,2069,2822
2051,3041,2064,2826
2052,3040,2065,2833
2053,3044,2069,2830
2054,3045,2066,2834
2055,3052,2064,2836
2056,3060,2059,2832
2057,3061,2057,2838
2058,3062,2059,2841
2059,3064,2054,2845
2060,3071,2056,2849
2061,3079,2055,2845
2062,3075,2056,2851
2063,3080,2057,2850
2064,3086,2055,2856
2065,3081,2061,2854
2066,3083,2064,2853
2067,3084,2061,2851
2068,3089,2057,2852
2069,3096,2058,2855
2070,3096,2054,2854
2071,3094,2049,2854
2072,3099,2045,2852
2073,3098,2048,2852
2074,3092,2052,2851
2075,3087,2057,2854
2076,3087,2052,2861
2077,3091,2052,2868
2078,3085,2057,2864
2079,3081,2056,2865
2080,3087,2061,2867
2081,3082,2064,2870
2082,3089,2070,2866
2083,3087,2076,2869
2084,3095,2076,2875
2085,3098,2075,2879
2086,3102,2076,2878
2087,3110,2082,2877
2088,3107,2088,2877
2089,3103,2085,2875
2090,3106,2082,2873
2091,3104,2082,2875
2092,3106,2077,2882
2093,3113,2076,2889
2094,3117,2077,2889
2095,3115,2075,2890
2096,3110,2080,2891
2097,3113,2075,2896
2098,3116,2078,2897
2099,3113,2080,2898
2100,3121,2078,2899
2101,3125,2082,2898
2102,3126,2085,2899
2103,3128,2087,2901
2104,3127,2084,2908
2105,3128,2088,2914
2106,3123,2083,2919
2107,3117,2078,2918
2108,3121,2082,2913
2109,3129,2087,2916
2110,3135,2092,2921
2111,3138,2093,2918
2112,3142,2088,2920
2113,3150,2086,2922
2114,3153,2089,2922
2115,3147,2086,2924
2116,3148,2083,2924
2117,3148,2083,2927
2118,3144,2081,2925
2119,3149,2081,2923
2120,3148,2085,2926
2121,3154,2082,2931
2122,3161,2081,2934
2123,3166,2076,2937
2124,3173,2081,2942
2125,3176,2081,2946
2126,3176,2077,2947
2127,3179,2080,2947
2128,3187,2081,2945
2129,3185,2077,2947
2130,3181,2075,2943
2131,3176,2072,2944
2132,3183,2071,2951
2133,3177,2075,2949
2134,3174,2070,2947
2135,3170,2068,2952
2136,3176,2071,2953
2137,3184,2069,2948
2138,3185,2074,2947
2139,3183,2072,2943
2140,3180,2074,2948
2141,3187,2078,2944
2142,3183,2081,2945
2143,3186,2080,2947
2144,3187,2080,2949
2145,3188,2077,2944
2146,3190,2078,2947
2147,3186,2083,2945
2148,3180,2080,2949
2149,3178,2086,2953
2150,3175,2088,2951
2151,3180,2090,2956
2152,3184,2093,2963
2153,3181,2089,2968
2154,3181,2085,2964
2155,3178,2091,2963
2156,3185,2095,2958
2157,3188,2091,2956
2158,3187,2093,2955
2159,3194,2094,2961
2160,3194,2089,2960
2161,3202,2090,2957
2162,3204,2091,2953
2163,3199,2086,2954
2164,3207,2081,2957
2165,3205,2078,2955
2166,3206,2082,2955
2167,3203,2079,2950
2168,3210,2084,2955
2169,3211,2079,2956
2170,3205,2079,2955
2171,3203,2085,2962
2172,3199,2087,2969
2173,3203,2091,2974
2174,3198,2087,2979
2175,3198,2093,2979
2176,3199,2095,2978
2177,3199,2091,2976
2178,3202,2092,2973
2179,3210,2087,2980
2180,3212,2093,2987
2181,3215,2089,2990
2182,3219,2089,2989
2183,3213,2094,2990
2184,3211,2099,2991
2185,3214,2104,2986
2186,3210,2103,2982
2187,3217,2102,2977
2188,3218,2106,2981
2189,3218,2104,2978
2190,3218,2099,2973
2191,3212,2100,2971
2192,3215,2103,2976
2193,3216,2108,2974
2194,3221,2110,2971
2195,3228,2116,2976
2196,3235,2120,2972
